date,amfi_code,scheme_name,nav
2021-01-29,125497.0,SBI Small Cap Fund - Direct Plan - Growth,77.8537
2021-01-30,125497.0,SBI Small Cap Fund - Direct Plan - Growth,77.8537
2021-01-31,125497.0,SBI Small Cap Fund - Direct Plan - Growth,77.8537
2021-02-01,125497.0,SBI Small Cap Fund - Direct Plan - Growth,79.4344
2021-02-02,125497.0,SBI Small Cap Fund - Direct Plan - Growth,80.6225
2021-02-03,125497.0,SBI Small Cap Fund - Direct Plan - Growth,81.6538
2021-02-04,125497.0,SBI Small Cap Fund - Direct Plan - Growth,82.4453
2021-02-05,125497.0,SBI Small Cap Fund - Direct Plan - Growth,82.6153
2021-02-06,125497.0,SBI Small Cap Fund - Direct Plan - Growth,82.6153
2021-02-07,125497.0,SBI Small Cap Fund - Direct Plan - Growth,82.6153
2021-02-08,125497.0,SBI Small Cap Fund - Direct Plan - Growth,83.4924
2021-02-09,125497.0,SBI Small Cap Fund - Direct Plan - Growth,83.1303
2021-02-10,125497.0,SBI Small Cap Fund - Direct Plan - Growth,83.3864
2021-02-11,125497.0,SBI Small Cap Fund - Direct Plan - Growth,84.1694
2021-02-12,125497.0,SBI Small Cap Fund - Direct Plan - Growth,84.5864
2021-02-13,125497.0,SBI Small Cap Fund - Direct Plan - Growth,84.5864
2021-02-14,125497.0,SBI Small Cap Fund - Direct Plan - Growth,84.5864
2021-02-15,125497.0,SBI Small Cap Fund - Direct Plan - Growth,85.0276
2021-02-16,125497.0,SBI Small Cap Fund - Direct Plan - Growth,84.5871
2021-02-17,125497.0,SBI Small Cap Fund - Direct Plan - Growth,84.8193
2021-02-18,125497.0,SBI Small Cap Fund - Direct Plan - Growth,85.5317
2021-02-19,125497.0,SBI Small Cap Fund - Direct Plan - Growth,84.9273
2021-02-20,125497.0,SBI Small Cap Fund - Direct Plan - Growth,84.9273
2021-02-21,125497.0,SBI Small Cap Fund - Direct Plan - Growth,84.9273
2021-02-22,125497.0,SBI Small Cap Fund - Direct Plan - Growth,83.6608
2021-02-23,125497.0,SBI Small Cap Fund - Direct Plan - Growth,84.0135
2021-02-24,125497.0,SBI Small Cap Fund - Direct Plan - Growth,84.7936
