amfi_code,scheme_name,var_95_pct,cvar_95_pct
118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,1.327124533779267,2.1366027500871483
119092,HDFC Money Market Fund - Growth Option - Direct Plan,-0.0,0.0026931389116637496
119551,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,0.06837209839237468,0.587623230730543
120503,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,1.2252217730450932,1.9650587512101105
120841,quant Mid Cap Fund - Growth Option - Direct Plan,1.1815453601591253,2.0332703404281878
125497,SBI Small Cap Fund - Direct Plan - Growth,1.2531490119439521,2.019370068700833
