date,amfi_code,scheme_name,nav
2025-01-02,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5603.5453
2025-01-03,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5604.3724
2025-01-04,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5604.3724
2025-01-05,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5604.3724
2025-01-06,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5607.5187
2025-01-07,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5608.3364
2025-01-08,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5608.6713
2025-01-09,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5608.9131
2025-01-10,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5610.3063
2025-01-11,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5610.3063
2025-01-12,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5610.3063
2025-01-13,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5613.1264
2025-01-14,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5613.9876
2025-01-15,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5615.6509
2025-01-16,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5617.329
2025-01-17,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5618.584
2025-01-18,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5618.584
2025-01-19,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5618.584
2025-01-20,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5621.8468
2025-01-21,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5622.9541
2025-01-22,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5623.6568
2025-01-23,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5624.5255
2025-01-24,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5625.5281
2025-01-25,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5625.5281
2025-01-26,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5625.5281
2025-01-27,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5629.0101
2025-01-28,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5630.4184
2025-01-29,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5632.2632
2025-01-30,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5633.6602
2025-01-31,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5634.8733
2025-02-01,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5634.8733
2025-02-02,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5634.8733
2025-02-03,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5638.0374
2025-02-04,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5639.5493
2025-02-05,119092.0,HDFC Money Market Fund - Growth Option - Direct Plan,5641.2929
